,crowd,text
17549,1,"It's Sharia creep, as those who've been paying attention know. The thin edge of the wedge, bit by bit. Listen to the Muslim immigrants who attended The Rebel's freedom-of-speech meeting on Tuesday—they know - http://tinyurl.com/zpcco5n. Watch this analysis of M-103 - http://tinyurl.com/hhxdukm  Consider this: more hate crimes perpetrated against Jews in Canada than on any other group. And this: around the world, more Muslims are killed by Muslims than by any other group. As for Islamophobia, if it means fear of radical Islam—beheadings, live incinerations, stoning rape victims to death, forcing women into wearable body bags, throwing gay people off rooftops, etc, etc, barbaric practices, etc, etc—what sane person of any nationality, religion, race, colour wouldn't be afraid?
"
17563,1,"Angry white Republican, financial failure, often seen with a gun. He shoots three Hispanic people.  Good chance this is another instance of right-wing terrorism.
"
17568,1,"We Could have been spared the nasty Pics of bloody matter in the classroom. ************************************ When the shooting first occurred they did not want to report he was Black...Why? And How do you have a white biological Father and a Black Mother and be just (in his own words) """" 40%"""" Black?  The Reason I question this is perhaps it is some type of insight into his pathology?
"
17605,1,"Q : What exactly does Trump know ?  A : Not a whole lot.  “As democracy is perfected, the office of president represents, more and more closely, the inner soul of the people. On some great and glorious day the plain folks of the land will reach their heart's desire at last and the White House will be adorned by a downright moron.”   ― H.L. Mencken, On Politics: A Carnival of Buncombe  Put your """"Make Murka Grate Again"""" ball cap back on, O'Dreary, you are blinding us with your head.
"
17607,1,"Enough with this crap. Guess for the Money to keep rolling in this nonsense need to be kept in the news.
"
17665,1,"The stench of urine and feces gets most of the credit.  The smell of your success.
"
17680,1,"What a foolish distinction.  But if it floats your boat, fine.  But it avoids addressing the point of my comment.  Nice try.  You are so obvious!
"
17684,1,"With that quote about how government should be run as a business, Kushner just proved himslef to be in the same category of idiot as his father.
"
17695,1,"tailgating is a documented killer  driving slow is a nuisance  writers like this guy should be banned or take up chess instead
"
17711,1,"Where were you when Obumma was running amuck, destroying our country on a daily basis? You're such a POS, shut up and sit down
"
17723,1,"Well, it appears gb Sr was playing hokey pokey long before Bill.  This is just the start of it all.  There is an outright war against men. The actions of a few, highly empowered crowd of influential ppl will cause every man to suffer the consequences. What is very disgusting though was HRC claim she didn't know of Weinstein behavior??  She isn't that dumb or blind bc she did everything she could to ruin the lives of over 3 dozen victims Bill plowed through,  YET somehow mainstream media is bent on Branding this woman a  """"Hero""""? She's just as disgusting as Bill o r any sexual deviant.
"
17731,1,"oh save the stupidity pal there is no impeachment anything going on or going to happen,
"
17734,1,"RadirD, you're an idiot.
"
17747,1,"Ridiculous comment. Brush up on the behaviour of the North Korean governments for the past 50 years. They're practically begging to be slapped down. They have ignored repeated warnings about their armaments and defied repeated requests to stand down. They have not listened and, frankly, the country is being run by lunatics. That's the real danger.
"
17769,1,"F?k you Treb, they are the mouth piece of the speculators
"
17777,1,"Wrong. The majority of voters knew he was a nut job; that's why they voted for HRC, not Trump.
"
17796,1,"It's all for the Olympics.  Nobody asked us but we have already started paying for it: rather than ask people to spend a gazillion dollars to pay for them our savvy bureaucrats just started doing as many of the necessary projects 20 years early.  When in doubt, the voting records of Rafael Espinoza and Paul Kashmann are a handy indicator of when we are getting screwed: if they don't like it then it probably sucks.
"
17809,1,"The Canadian voter, eigth mystery of the world.  What a corrupt sleezy Liberal gong show.
"
17817,1,"Nothing new to see here, it has been going on for a while now. Drop dead gorgeous 5ft 5inch 120 lb woman supermodel kicks the crap out of 4 6ft 5inch 230lb muscle men who all have military training without breaking a sweat. Thereby rescuing her cute but ditzy male mate. Just like it happens in real life.
"
17819,1,"The SJW snake once again eating its own tail....
"
17825,1,"LOL...well, it's the riskiest things in life that give me my fondest memories.  And on that note...  https://youtu.be/_CjbqKANoDE   Sorry, heard that this morning riding my mountain bike and can't get the darn tune out of my head...
"
